OrderID,Date,CustomerID,Product,Quantity,UnitPrice,ShippingAddress,PaymentMethod,OrderStatus,TrackingNumber,ItemsInCart,CouponCode,ReferralSource,TotalPrice
ord200496,2025-03-14,c93618,printer,3,201.21,249 main st,online,cancelled,trk66129326,3,save10,google,603.63
ord200497,2024-10-24,c93948,printer,3,112.29,454 main st,gift card,shipped,trk77358113,6,freeship,google,336.87
ord200498,2023-07-12,c73961,tablet,4,132.56,306 main st,cash,returned,trk32607173,8,winter15,instagram,530.24
ord200499,2023-04-06,c18138,printer,3,539.46,520 main st,credit card,shipped,trk20289483,4,save10,facebook,1618.38
ord200500,2024-04-07,c79475,laptop,5,508.59,169 main st,cash,returned,trk42168516,8,winter15,facebook,2542.95
ord200501,2024-02-04,c88546,desk,4,203.46,226 main st,credit card,pending,trk19867754,7,save10,referral,813.84
ord200502,2023-05-20,c69332,monitor,3,565.25,745 main st,debit card,returned,trk65718848,7,save10,email,1695.75
ord200503,2023-08-31,c64554,tablet,3,136.84,498 main st,online,pending,trk95384568,4,freeship,facebook,410.52
ord200504,2025-06-11,c11676,monitor,2,464.5,805 main st,online,cancelled,trk35726395,2,winter15,instagram,929.0
ord200505,2023-06-11,c36014,printer,2,434.97,558 main st,online,shipped,trk97246526,7,freeship,email,869.94
ord200506,2023-07-25,c23279,monitor,2,43.67,696 main st,cash,returned,trk58039693,4,winter15,instagram,87.34
ord200507,2023-07-05,c86481,phone,1,171.59,546 main st,credit card,pending,trk87513944,5,winter15,email,171.59
ord200508,2025-05-14,c39550,phone,1,558.27,976 main st,online,delivered,trk24120267,1,freeship,referral,558.27
ord200509,2023-02-15,c68937,laptop,2,425.03,560 main st,cash,returned,trk31908657,2,winter15,google,850.06
ord200510,2024-12-16,c72533,printer,1,376.76,389 main st,debit card,delivered,trk51288986,5,save10,email,376.76
ord200511,2024-03-15,c11415,monitor,5,575.24,267 main st,cash,delivered,trk65061457,7,winter15,email,2876.2
ord200512,2024-09-27,c14114,desk,3,568.02,856 main st,online,pending,trk63290700,3,freeship,instagram,1704.06
ord200513,2025-02-09,c64128,tablet,3,94.88,533 main st,gift card,shipped,trk37053575,8,freeship,referral,284.64
ord200514,2023-04-16,c15629,printer,3,304.15,492 main st,gift card,shipped,trk64926044,3,winter15,instagram,912.45
ord200515,2023-03-14,c67561,phone,3,553.52,160 main st,gift card,shipped,trk75900717,4,freeship,facebook,1660.56
ord200516,2024-04-07,c47022,monitor,3,166.99,208 main st,cash,returned,trk28855040,8,freeship,facebook,500.97
ord200517,2024-04-09,c55205,tablet,4,198.35,943 main st,cash,cancelled,trk88141634,7,freeship,google,793.4
ord200518,2025-06-13,c30686,printer,4,403.58,319 main st,online,pending,trk59807273,9,save10,referral,1614.32
ord200519,2025-05-10,c71797,laptop,4,464.29,941 main st,debit card,returned,trk66010667,5,save10,email,1857.16
ord200520,2023-03-10,c66332,monitor,3,635.98,959 main st,cash,returned,trk27063398,5,freeship,referral,1907.94
ord200521,2024-02-25,c82318,phone,1,528.06,991 main st,credit card,shipped,trk37534165,2,freeship,facebook,528.06
ord200522,2024-04-20,c66254,chair,1,515.32,740 main st,gift card,cancelled,trk82843861,1,freeship,email,515.32
ord200523,2025-02-18,c65083,desk,4,657.79,652 main st,credit card,returned,trk60937148,6,winter15,google,2631.16
ord200524,2023-10-25,c44778,phone,1,153.0,103 main st,credit card,returned,trk92617366,4,freeship,referral,153.0
ord200525,2023-12-03,c54499,monitor,1,668.48,160 main st,debit card,shipped,trk18061555,1,save10,email,668.48
ord200526,2024-02-29,c91201,desk,2,46.5,837 main st,cash,returned,trk63526023,7,winter15,google,93.0
ord200528,2025-02-26,c32011,chair,1,628.89,686 main st,credit card,returned,trk70997744,2,save10,referral,628.89
ord200529,2024-04-07,c21181,tablet,2,675.1,938 main st,cash,pending,trk50363421,4,freeship,google,1350.2
ord200530,2024-07-18,c98450,chair,4,89.41,613 main st,online,pending,trk14809530,9,freeship,google,357.64
ord200531,2024-07-02,c64502,desk,5,320.01,722 main st,gift card,delivered,trk14914388,6,freeship,referral,1600.05
ord200532,2025-05-03,c47365,laptop,2,41.0,369 main st,online,delivered,trk42207882,7,freeship,email,82.0
ord200533,2023-03-05,c66349,desk,1,565.85,715 main st,gift card,returned,trk63550793,1,freeship,facebook,565.85
ord200534,2024-06-06,c73289,chair,3,648.59,906 main st,debit card,cancelled,trk70872738,4,save10,email,1945.77
ord200535,2024-07-24,c48649,monitor,3,68.12,332 main st,online,cancelled,trk45821445,3,freeship,email,204.36
ord200536,2024-06-09,c18724,chair,1,616.1,124 main st,cash,returned,trk52508861,6,freeship,email,616.1
ord200537,2025-03-23,c68553,tablet,3,247.47,385 main st,online,delivered,trk58218971,4,save10,facebook,742.41
ord200538,2024-05-24,c61280,phone,3,490.74,100 main st,cash,shipped,trk95487711,3,winter15,email,1472.22
ord200539,2025-02-18,c53277,desk,3,531.72,473 main st,gift card,delivered,trk17653832,7,save10,google,1595.16
ord200540,2024-01-29,c87281,laptop,5,648.65,852 main st,online,pending,trk81765057,7,freeship,referral,3243.25
ord200541,2023-08-07,c69009,printer,5,456.06,879 main st,cash,pending,trk61295842,10,freeship,instagram,2280.3
ord200542,2023-11-14,c49726,tablet,1,17.98,934 main st,cash,cancelled,trk20739460,6,freeship,email,17.98
ord200543,2024-03-09,c37531,desk,5,269.86,354 main st,cash,shipped,trk93877673,6,winter15,facebook,1349.3
ord200544,2024-03-10,c48713,printer,5,31.96,373 main st,credit card,returned,trk96334419,5,freeship,referral,159.8
ord200545,2023-12-19,c74138,monitor,2,98.47,964 main st,cash,returned,trk74091695,3,freeship,instagram,196.94
ord200546,2024-03-01,c82399,monitor,1,158.68,928 main st,credit card,returned,trk77177284,6,winter15,instagram,158.68
ord200547,2023-08-20,c40427,phone,1,613.98,411 main st,online,delivered,trk25392280,4,freeship,facebook,613.98
ord200548,2024-01-05,c17103,printer,3,426.12,922 main st,online,delivered,trk64398650,5,winter15,instagram,1278.36
ord200549,2025-02-25,c34266,monitor,4,629.88,550 main st,debit card,cancelled,trk56378197,8,winter15,instagram,2519.52
ord200550,2023-10-29,c97485,laptop,4,228.91,573 main st,cash,shipped,trk81794737,4,freeship,google,915.64
ord200551,2023-05-18,c23947,laptop,1,120.98,353 main st,debit card,delivered,trk74812710,6,winter15,email,120.98
ord200552,2023-09-30,c21665,chair,4,425.18,560 main st,online,returned,trk29890761,8,winter15,facebook,1700.72
ord200553,2023-08-23,c82550,phone,2,333.83,828 main st,gift card,cancelled,trk74103758,4,freeship,referral,667.66
ord200554,2025-05-30,c61943,laptop,2,492.9,610 main st,cash,returned,trk66126496,5,freeship,instagram,985.8
ord200555,2023-01-07,c88933,tablet,1,92.04,333 main st,cash,shipped,trk89306964,2,freeship,facebook,92.04
ord200556,2023-01-28,c30923,laptop,1,654.27,932 main st,gift card,pending,trk82609328,2,save10,facebook,654.27
ord200557,2023-06-29,c56969,tablet,1,56.2,130 main st,debit card,pending,trk40719215,1,winter15,facebook,56.2
ord200558,2024-07-16,c76766,phone,4,628.12,485 main st,online,delivered,trk32052962,6,winter15,instagram,2512.48
ord200559,2024-04-15,c22981,desk,3,157.4,454 main st,debit card,cancelled,trk10115285,7,winter15,email,472.2
ord200560,2023-01-31,c33634,monitor,4,588.85,524 main st,gift card,pending,trk93168008,7,freeship,email,2355.4
ord200561,2023-01-31,c96822,printer,2,494.78,198 main st,online,shipped,trk89180077,2,freeship,google,989.56
ord200562,2023-10-06,c76675,laptop,3,663.93,922 main st,gift card,returned,trk28043915,6,freeship,email,1991.79
ord200563,2023-12-12,c12039,laptop,1,132.68,844 main st,debit card,returned,trk68645763,1,save10,referral,132.68
ord200564,2025-04-08,c93309,desk,5,364.28,734 main st,credit card,cancelled,trk99446987,5,winter15,google,1821.4
ord200565,2023-05-14,c62042,tablet,5,307.98,214 main st,online,pending,trk42605492,10,freeship,facebook,1539.9
ord200566,2024-04-18,c83223,phone,4,162.71,167 main st,cash,cancelled,trk54339083,7,freeship,email,650.84
ord200567,2024-09-30,c92575,chair,5,492.94,153 main st,cash,shipped,trk53579227,10,freeship,email,2464.7
ord200568,2023-03-10,c29072,laptop,2,343.99,312 main st,online,delivered,trk72334047,4,freeship,google,687.98
ord200569,2025-03-22,c25783,desk,5,250.68,672 main st,cash,shipped,trk13289741,8,save10,instagram,1253.4
ord200570,2024-12-27,c63727,desk,2,362.14,122 main st,debit card,pending,trk13611021,2,save10,instagram,724.28
ord200571,2024-11-23,c42365,tablet,1,214.08,867 main st,gift card,returned,trk39563288,2,winter15,google,214.08
ord200572,2023-11-11,c27438,printer,1,70.32,341 main st,cash,returned,trk69125497,4,winter15,facebook,70.32
ord200573,2023-01-25,c13205,chair,5,421.42,522 main st,debit card,cancelled,trk30686578,7,freeship,instagram,2107.1
ord200574,2024-01-24,c29685,chair,5,384.69,275 main st,credit card,pending,trk97733212,6,freeship,email,1923.45
ord200575,2023-06-07,c74005,chair,5,448.15,528 main st,gift card,returned,trk61640534,7,save10,google,2240.75
ord200576,2024-05-29,c14457,laptop,5,79.08,747 main st,cash,pending,trk42517811,8,freeship,facebook,395.4
ord200577,2023-01-22,c77046,tablet,4,185.41,967 main st,online,returned,trk44401497,9,winter15,google,741.64
ord200578,2024-10-10,c50415,monitor,5,566.07,587 main st,credit card,delivered,trk41345634,6,save10,instagram,2830.35
ord200579,2023-06-04,c73999,tablet,2,187.88,413 main st,online,shipped,trk67919507,4,winter15,facebook,375.76
ord200580,2023-11-14,c71076,monitor,2,255.99,340 main st,credit card,delivered,trk65148292,4,save10,instagram,511.98
ord200581,2024-11-11,c44674,laptop,1,627.34,942 main st,online,delivered,trk87158684,1,freeship,referral,627.34
ord200582,2024-02-19,c15228,tablet,3,474.14,558 main st,gift card,shipped,trk33860620,8,winter15,google,1422.42
ord200583,2025-06-15,c27072,chair,3,154.37,996 main st,gift card,delivered,trk29750379,4,freeship,instagram,463.11
ord200584,2025-03-21,c15257,chair,4,145.05,626 main st,online,delivered,trk28779938,6,save10,google,580.2
ord200585,2023-08-20,c91486,tablet,4,67.08,907 main st,cash,returned,trk79617136,8,winter15,google,268.32
ord200586,2024-11-10,c17389,monitor,1,522.08,905 main st,gift card,returned,trk98857880,5,freeship,referral,522.08
ord200587,2023-06-12,c18820,monitor,5,514.6,347 main st,gift card,delivered,trk91547425,10,freeship,instagram,2573.0
ord200588,2024-12-10,c61849,monitor,4,577.82,811 main st,credit card,delivered,trk47613918,9,freeship,google,2311.28
ord200589,2025-02-10,c84041,laptop,2,500.8,900 main st,cash,delivered,trk84920444,3,freeship,referral,1001.6
ord200590,2023-09-10,c55757,printer,2,461.13,175 main st,gift card,returned,trk27356242,4,freeship,email,922.26
ord200591,2024-11-18,c18187,laptop,1,605.28,470 main st,gift card,shipped,trk50528185,3,freeship,referral,605.28
ord200592,2024-04-23,c42306,phone,3,204.27,938 main st,online,returned,trk15499648,4,freeship,google,612.81
ord200593,2023-08-02,c51024,monitor,1,489.8,636 main st,gift card,shipped,trk31375086,4,freeship,facebook,489.8
ord200594,2024-02-21,c40140,phone,5,72.64,598 main st,credit card,cancelled,trk12671989,7,freeship,email,363.2
ord200595,2025-01-10,c72596,printer,2,385.16,491 main st,online,pending,trk83870446,7,save10,email,770.32
ord200596,2023-06-12,c91805,desk,3,606.41,653 main st,debit card,returned,trk34504030,7,freeship,facebook,1819.23
ord200597,2024-11-25,c40538,desk,2,211.82,700 main st,gift card,cancelled,trk29821356,4,winter15,email,423.64
ord200598,2024-04-26,c60329,desk,5,495.35,826 main st,credit card,pending,trk59069987,5,freeship,facebook,2476.75
ord200599,2023-06-30,c28740,chair,3,556.99,123 main st,online,cancelled,trk33642221,4,freeship,facebook,1670.97
ord200600,2023-05-26,c87051,printer,1,72.31,460 main st,gift card,cancelled,trk82056333,1,freeship,facebook,72.31
ord200601,2023-10-02,c12479,monitor,5,24.82,529 main st,credit card,shipped,trk73935314,10,freeship,referral,124.1
ord200602,2024-03-05,c35852,tablet,4,26.04,982 main st,online,pending,trk64660134,5,save10,instagram,104.16
ord200603,2024-10-04,c26223,tablet,1,657.07,800 main st,cash,pending,trk50900547,4,save10,google,657.07
ord200604,2025-06-22,c99214,chair,3,32.62,252 main st,debit card,delivered,trk81368481,6,freeship,facebook,97.86
ord200605,2024-05-10,c49605,monitor,2,228.91,892 main st,debit card,shipped,trk95620066,4,save10,referral,457.82
ord200606,2024-11-06,c85018,laptop,3,274.75,783 main st,cash,cancelled,trk54128886,3,save10,google,824.25
ord200607,2025-05-31,c96434,printer,4,634.05,282 main st,cash,shipped,trk56730647,6,save10,google,2536.2
ord200608,2024-07-24,c32956,laptop,5,543.16,788 main st,online,cancelled,trk73140103,6,save10,instagram,2715.8
ord200609,2025-01-27,c41137,chair,3,449.13,809 main st,cash,returned,trk52732162,5,winter15,referral,1347.39
ord200610,2024-06-16,c60361,desk,5,389.62,623 main st,cash,returned,trk83566924,7,freeship,facebook,1948.1
ord200611,2023-04-21,c36688,desk,1,305.17,700 main st,gift card,returned,trk35720426,3,winter15,referral,305.17
ord200612,2023-06-02,c51811,chair,3,445.12,339 main st,gift card,cancelled,trk82377939,8,freeship,google,1335.36
ord200613,2024-12-19,c62405,laptop,2,230.36,154 main st,online,returned,trk14721763,4,winter15,email,460.72
ord200614,2024-03-08,c77363,phone,1,96.81,807 main st,gift card,cancelled,trk12439827,3,freeship,referral,96.81
ord200615,2025-03-07,c97218,monitor,5,460.14,252 main st,credit card,returned,trk52632065,10,winter15,facebook,2300.7
ord200616,2024-10-17,c43919,tablet,3,601.6,984 main st,credit card,cancelled,trk73113192,7,save10,facebook,1804.8
ord200617,2024-02-08,c57093,tablet,3,184.47,834 main st,online,cancelled,trk75469057,4,freeship,referral,553.41
ord200618,2024-09-03,c50565,tablet,1,411.34,399 main st,debit card,returned,trk97981418,5,freeship,instagram,411.34
ord200619,2024-07-16,c38845,laptop,1,532.89,764 main st,gift card,pending,trk47637374,2,freeship,referral,532.89
ord200620,2024-03-27,c84834,tablet,3,136.34,866 main st,debit card,returned,trk90136001,8,save10,referral,409.02
ord200621,2023-10-22,c37455,phone,5,476.01,146 main st,credit card,delivered,trk82685594,7,winter15,google,2380.05
ord200622,2024-11-02,c27078,desk,5,236.38,128 main st,credit card,returned,trk89314307,7,freeship,facebook,1181.9
ord200623,2023-06-16,c91941,printer,3,396.0,269 main st,gift card,cancelled,trk21330732,4,freeship,instagram,1188.0
ord200624,2024-01-16,c25967,tablet,5,341.96,747 main st,debit card,delivered,trk88559278,6,freeship,email,1709.8
ord200625,2023-09-24,c22123,tablet,1,672.89,519 main st,credit card,pending,trk43250279,1,winter15,email,672.89
ord200626,2024-03-01,c45671,tablet,2,657.48,769 main st,online,shipped,trk18179773,5,save10,referral,1314.96
ord200627,2023-08-06,c53334,chair,3,498.68,879 main st,online,returned,trk31724421,4,freeship,email,1496.04
ord200628,2023-03-26,c18717,printer,5,558.63,861 main st,cash,pending,trk58568806,8,freeship,referral,2793.15
ord200629,2023-07-07,c50137,phone,3,19.73,840 main st,online,pending,trk91836131,3,freeship,referral,59.19
ord200630,2023-06-23,c51481,monitor,5,248.84,140 main st,debit card,cancelled,trk33437701,10,freeship,instagram,1244.2
ord200631,2024-08-31,c99128,chair,3,46.11,360 main st,gift card,returned,trk32426808,5,winter15,referral,138.33
ord200633,2024-04-10,c79533,laptop,5,601.72,921 main st,gift card,cancelled,trk54711422,5,winter15,instagram,3008.6
ord200634,2024-04-25,c66906,printer,2,259.32,117 main st,gift card,delivered,trk31633755,2,winter15,referral,518.64
ord200635,2023-12-13,c12818,chair,3,63.68,434 main st,cash,returned,trk40879983,6,freeship,facebook,191.04
ord200636,2023-10-05,c60384,laptop,4,371.07,336 main st,cash,cancelled,trk92080037,7,winter15,facebook,1484.28
ord200637,2024-09-29,c92294,chair,4,306.35,784 main st,gift card,shipped,trk23585765,7,winter15,referral,1225.4
ord200638,2023-10-15,c66840,tablet,4,578.27,547 main st,online,delivered,trk76929637,9,winter15,email,2313.08
ord200639,2023-01-20,c22534,chair,1,529.19,391 main st,cash,cancelled,trk17415798,5,freeship,referral,529.19
ord200640,2024-02-27,c46509,chair,2,587.49,647 main st,gift card,returned,trk24241664,6,save10,referral,1174.98
ord200641,2024-06-30,c71680,printer,4,567.57,814 main st,debit card,pending,trk47386650,9,winter15,google,2270.28
ord200642,2024-04-29,c15063,chair,5,85.22,527 main st,credit card,cancelled,trk10329390,7,freeship,email,426.1
ord200643,2024-08-26,c77122,laptop,1,438.37,647 main st,cash,cancelled,trk75814880,4,save10,referral,438.37
ord200644,2023-11-15,c86524,chair,2,366.23,961 main st,cash,shipped,trk62490506,2,winter15,email,732.46
ord200645,2023-01-02,c82990,laptop,2,150.05,727 main st,credit card,cancelled,trk68574801,4,save10,facebook,300.1
ord200646,2023-10-27,c98761,chair,4,498.51,804 main st,debit card,shipped,trk43262630,4,save10,google,1994.04
ord200647,2025-04-24,c54409,desk,3,339.39,667 main st,cash,returned,trk67671316,7,freeship,google,1018.17
ord200648,2025-01-18,c89674,monitor,2,575.83,182 main st,online,delivered,trk45902512,3,winter15,referral,1151.66
ord200649,2023-12-23,c45899,monitor,2,642.98,153 main st,debit card,returned,trk32932093,7,freeship,email,1285.96
ord200650,2023-05-18,c74499,desk,2,372.23,518 main st,gift card,delivered,trk93767278,7,save10,email,744.46
ord200651,2024-11-12,c81192,chair,3,646.34,429 main st,debit card,pending,trk76931118,5,freeship,google,1939.02
ord200652,2024-06-05,c71473,chair,5,341.84,328 main st,online,shipped,trk94857335,8,freeship,instagram,1709.2
ord200653,2024-02-25,c59338,printer,3,690.3,747 main st,credit card,shipped,trk12902764,6,winter15,google,2070.9
ord200654,2023-06-12,c62661,tablet,3,382.37,863 main st,debit card,returned,trk25748100,8,freeship,instagram,1147.11
ord200655,2023-03-14,c22101,chair,2,132.6,262 main st,debit card,cancelled,trk70711522,4,winter15,email,265.2
ord200656,2024-01-18,c51404,monitor,2,189.06,835 main st,gift card,shipped,trk85682500,7,save10,facebook,378.12
ord200657,2023-12-24,c19384,tablet,4,87.79,532 main st,cash,cancelled,trk33207064,6,freeship,instagram,351.16
ord200658,2025-04-18,c86864,printer,2,46.36,670 main st,gift card,returned,trk15323191,4,save10,google,92.72
ord200659,2024-10-26,c24301,phone,2,642.04,964 main st,gift card,delivered,trk55000075,4,winter15,email,1284.08
ord200660,2024-10-19,c43842,chair,2,651.57,933 main st,debit card,shipped,trk54084424,7,winter15,facebook,1303.14
ord200661,2025-02-28,c63657,tablet,3,424.89,116 main st,debit card,cancelled,trk86378984,6,freeship,google,1274.67
ord200662,2023-01-28,c98332,laptop,3,438.89,985 main st,cash,returned,trk85744797,3,freeship,facebook,1316.67
ord200663,2024-04-15,c59774,monitor,1,72.6,941 main st,debit card,cancelled,trk87635135,6,freeship,instagram,72.6
ord200664,2024-12-19,c14847,laptop,4,194.75,188 main st,cash,shipped,trk46492755,5,freeship,facebook,779.0
ord200665,2023-05-02,c83653,tablet,4,231.26,253 main st,online,shipped,trk32619935,6,winter15,google,925.04
ord200666,2024-08-31,c35711,monitor,4,327.12,788 main st,credit card,cancelled,trk45281495,4,freeship,email,1308.48
ord200667,2023-05-03,c10477,laptop,1,466.42,172 main st,gift card,pending,trk41505339,5,save10,email,466.42
ord200668,2024-07-05,c61257,monitor,2,253.67,981 main st,cash,returned,trk25226070,3,winter15,facebook,507.34
ord200669,2023-02-05,c60547,desk,1,257.0,812 main st,debit card,cancelled,trk65694249,5,freeship,referral,257.0
ord200670,2024-04-18,c14576,desk,4,539.2,747 main st,credit card,pending,trk21637540,8,freeship,google,2156.8
ord200671,2023-06-15,c49282,chair,5,50.74,737 main st,gift card,cancelled,trk88653901,7,winter15,google,253.7
ord200672,2023-05-09,c14017,phone,2,624.16,984 main st,debit card,shipped,trk71009446,2,save10,instagram,1248.32
ord200673,2023-02-21,c46504,tablet,2,372.92,131 main st,credit card,delivered,trk95024356,7,save10,email,745.84
ord200674,2024-01-09,c56928,laptop,4,358.75,860 main st,gift card,delivered,trk57792939,9,save10,facebook,1435.0
ord200675,2024-08-06,c97749,desk,3,342.02,906 main st,debit card,pending,trk90233116,5,freeship,email,1026.06
ord200676,2025-06-23,c90431,laptop,2,422.34,985 main st,credit card,cancelled,trk44151723,4,freeship,instagram,844.68
ord200677,2025-04-03,c56722,tablet,5,22.07,179 main st,online,cancelled,trk78778569,7,freeship,instagram,110.35
ord200678,2024-11-24,c40863,chair,3,163.13,457 main st,gift card,shipped,trk20553345,5,winter15,facebook,489.39
ord200679,2023-02-02,c40798,tablet,3,360.66,304 main st,online,returned,trk66106697,5,freeship,instagram,1081.98
ord200680,2023-08-27,c16702,monitor,3,463.39,694 main st,credit card,returned,trk16953491,3,freeship,facebook,1390.17
ord200681,2024-01-30,c38262,tablet,1,155.27,548 main st,debit card,shipped,trk47300502,6,freeship,email,155.27
ord200682,2023-07-23,c50274,monitor,3,509.42,449 main st,credit card,cancelled,trk91729086,5,freeship,google,1528.26
ord200683,2025-05-18,c91591,desk,4,652.48,887 main st,cash,pending,trk23554043,5,freeship,instagram,2609.92
ord200684,2024-09-22,c96583,printer,4,34.84,288 main st,credit card,shipped,trk64353241,8,freeship,email,139.36
ord200685,2025-02-07,c64579,desk,1,234.37,638 main st,debit card,shipped,trk10276565,5,freeship,email,234.37
ord200686,2023-10-09,c41903,desk,3,53.6,525 main st,cash,pending,trk59112382,4,winter15,facebook,160.8
ord200687,2023-09-13,c19742,tablet,1,332.09,408 main st,gift card,returned,trk68845230,5,freeship,instagram,332.09
ord200688,2024-03-06,c20077,monitor,4,593.22,154 main st,credit card,cancelled,trk36415742,8,winter15,facebook,2372.88
ord200689,2023-08-29,c13186,tablet,2,444.84,787 main st,online,shipped,trk56967415,7,freeship,facebook,889.68
ord200690,2024-07-12,c29318,monitor,1,24.48,128 main st,gift card,returned,trk88666721,1,freeship,instagram,24.48
ord200691,2024-11-24,c36137,laptop,3,239.08,396 main st,cash,shipped,trk57376416,8,freeship,google,717.24
ord200692,2023-01-23,c25534,desk,5,196.84,319 main st,credit card,delivered,trk68347402,5,winter15,instagram,984.2
ord200693,2025-03-12,c62070,monitor,1,176.58,674 main st,debit card,returned,trk10267127,4,freeship,referral,176.58
ord200694,2023-10-02,c92049,printer,4,666.52,619 main st,cash,shipped,trk32287092,8,freeship,email,2666.08
ord200695,2024-11-23,c52604,printer,5,101.3,553 main st,online,shipped,trk48839788,7,freeship,email,506.5
ord200696,2023-07-02,c22429,chair,4,151.2,965 main st,gift card,pending,trk38572927,9,winter15,facebook,604.8
ord200697,2025-02-04,c27430,printer,5,94.85,788 main st,cash,shipped,trk45025840,6,winter15,email,474.25
ord200698,2023-01-04,c44366,laptop,2,388.22,169 main st,cash,delivered,trk48658394,2,winter15,instagram,776.44
ord200699,2023-11-13,c36813,laptop,3,614.15,897 main st,gift card,cancelled,trk84088900,3,freeship,facebook,1842.45
ord200700,2024-09-25,c40201,laptop,2,92.91,555 main st,cash,returned,trk30198779,3,winter15,instagram,185.82
ord200701,2024-06-23,c75456,monitor,3,92.22,115 main st,credit card,delivered,trk90519490,5,freeship,email,276.66
ord200702,2024-06-09,c33315,printer,3,562.55,154 main st,debit card,returned,trk43589369,6,freeship,email,1687.65
ord200703,2023-03-22,c89336,desk,1,92.79,799 main st,cash,pending,trk47665103,3,winter15,email,92.79
ord200704,2023-06-03,c96034,desk,4,30.27,819 main st,online,delivered,trk87261034,9,freeship,google,121.08
ord200705,2025-03-30,c50114,monitor,2,49.08,420 main st,debit card,returned,trk20214786,7,freeship,instagram,98.16
ord200706,2025-03-02,c85330,desk,5,228.09,969 main st,gift card,returned,trk97693301,9,freeship,facebook,1140.45
ord200707,2024-11-01,c31761,chair,4,650.04,989 main st,gift card,cancelled,trk17628852,6,save10,facebook,2600.16
ord200708,2025-03-04,c25268,printer,1,665.11,788 main st,cash,pending,trk20481215,3,freeship,instagram,665.11
ord200709,2024-12-07,c17132,desk,1,386.03,855 main st,online,pending,trk37504692,4,freeship,google,386.03
ord200710,2024-07-22,c48790,laptop,5,21.54,113 main st,gift card,returned,trk19086608,10,freeship,google,107.7
ord200711,2024-07-04,c61070,tablet,2,475.78,632 main st,online,shipped,trk90764894,2,winter15,google,951.56
ord200712,2024-01-09,c56969,tablet,2,68.4,993 main st,gift card,pending,trk10513339,7,freeship,email,136.8
ord200713,2025-06-21,c65056,tablet,4,532.49,638 main st,online,cancelled,trk31705278,6,save10,facebook,2129.96
ord200714,2023-04-21,c84888,laptop,1,51.73,278 main st,debit card,pending,trk23612847,1,freeship,facebook,51.73
ord200715,2024-07-26,c68266,printer,3,653.63,281 main st,online,delivered,trk96161062,7,freeship,email,1960.89
ord200716,2024-06-13,c84115,chair,3,454.29,891 main st,credit card,pending,trk25466842,4,winter15,google,1362.87
ord200717,2023-10-16,c50087,chair,3,122.11,707 main st,online,delivered,trk31143760,4,winter15,email,366.33
ord200718,2023-04-08,c16790,laptop,4,64.74,718 main st,gift card,cancelled,trk91791367,8,save10,google,258.96
ord200719,2024-01-21,c46920,laptop,2,681.06,703 main st,debit card,shipped,trk86403837,3,freeship,facebook,1362.12
ord200720,2023-09-21,c12740,desk,5,128.95,305 main st,cash,pending,trk98506513,10,freeship,instagram,644.75
ord200721,2024-03-18,c46557,desk,2,118.59,890 main st,credit card,delivered,trk56110689,2,freeship,email,237.18
ord200722,2024-11-15,c58156,printer,1,95.1,516 main st,gift card,pending,trk49719458,1,winter15,instagram,95.1
ord200723,2023-12-09,c14455,desk,3,54.95,385 main st,cash,returned,trk50933724,8,save10,referral,164.85
ord200724,2024-10-18,c63150,printer,3,136.97,326 main st,credit card,returned,trk19348078,4,freeship,referral,410.91
ord200725,2023-03-12,c95269,chair,2,194.85,372 main st,gift card,returned,trk45670926,5,freeship,referral,389.7
ord200726,2024-10-25,c18105,laptop,4,583.02,338 main st,online,delivered,trk94006117,4,freeship,facebook,2332.08
ord200727,2024-09-29,c29063,chair,5,95.75,379 main st,online,shipped,trk92745947,8,save10,instagram,478.75
ord200728,2024-07-29,c10154,desk,4,325.76,827 main st,gift card,shipped,trk79793300,8,winter15,email,1303.04
ord200729,2023-09-08,c36997,phone,4,186.41,819 main st,gift card,pending,trk92794872,6,save10,google,745.64
ord200730,2025-02-22,c77357,phone,1,474.6,407 main st,debit card,delivered,trk91943923,4,save10,email,474.6
ord200731,2024-06-07,c71310,printer,5,584.46,308 main st,credit card,returned,trk48292586,8,freeship,email,2922.3
ord200732,2025-03-07,c80987,laptop,1,132.05,787 main st,online,delivered,trk42187776,2,freeship,google,132.05
ord200733,2023-12-04,c90757,tablet,4,494.84,694 main st,cash,returned,trk87991608,8,save10,email,1979.36
ord200734,2024-01-23,c51898,printer,4,224.61,630 main st,credit card,returned,trk19767885,6,winter15,facebook,898.44
ord200735,2024-06-28,c94508,monitor,4,44.07,359 main st,debit card,pending,trk13443264,6,freeship,email,176.28
ord200736,2024-02-09,c59441,monitor,5,418.53,696 main st,credit card,pending,trk66186874,6,freeship,google,2092.65
ord200737,2024-01-03,c91029,phone,4,532.87,972 main st,cash,pending,trk25501930,9,freeship,instagram,2131.48
ord200738,2025-06-04,c96261,phone,2,485.37,264 main st,credit card,shipped,trk44998396,5,save10,email,970.74
ord200739,2024-06-13,c35123,phone,4,386.73,513 main st,cash,delivered,trk58979275,4,save10,facebook,1546.92
ord200740,2024-07-20,c10892,desk,2,377.47,433 main st,cash,pending,trk76154554,7,freeship,google,754.94
ord200741,2025-01-23,c99683,monitor,5,332.64,945 main st,gift card,delivered,trk87305883,10,freeship,referral,1663.2
ord200742,2024-11-30,c41974,laptop,3,699.93,726 main st,cash,returned,trk48051468,7,save10,google,2099.79
